include,exclude_reason,publisher,publisher_type,publisher_basis,status_guess,title,owner,layer_name,feature_count,layer_url,item_id,seeded
1,,"Kentucky Transportation Cabinet, Kentucky Department of Finance",public,item credits,existing,KYTC - Kentucky Wired,KYTCGIS,Third Party Fiber,2473,https://maps.kytc.ky.gov/arcgis/rest/services/Apps/KYWired/MapServer/13,f5f14ecb4950405a83c24a64e4c8c6e1,
1,,Bay County GIS,public,arcgis org,existing,ITS_Fiber,BayCounty_GISadmin,ITS_Fiber,2321,https://services1.arcgis.com/QB0VWfqR9MD4lF0F/arcgis/rest/services/ITS_Fiber/FeatureServer/0,3b54924075634735b66b5ebddd48b12f,
1,,maps.cityofdubuque.org,public,server hostname,existing,Eng_Fiber_Troy,TKress223,Fiber Optic Line,2197,https://maps.cityofdubuque.org/arcgisweb2/rest/services/Eng_Fiber/Fiber_Optic_Eng_CRES/FeatureServer/2,3f250ceaebfd46109f3a04db6282332c,
1,,Welcome to the City of Corona GIS System,public,arcgis org,existing,Corona Fiber_WFL1,Mayra.Horton@coronaca.gov_cityofcorona,Traffic Conduit,2107,https://services3.arcgis.com/4pohxs3ZXJsQTQod/arcgis/rest/services/Corona_Fiber_WFL1/FeatureServer/1,8e1c0060e38644738f9cea03a0051362,
1,,Jefferson County PUD,public,arcgis org,existing,All Existing Fiber,agerrish_jpud,Fiber from Finley/NorthSky,2068,https://services1.arcgis.com/Jhms7Iv8JvhFeKQZ/arcgis/rest/services/All_Existing_Fiber/FeatureServer/1,e1e23be1c2964ccc95e78855203f48a6,
1,,Jefferson County PUD,public,arcgis org,existing,Public Fiber Map_WFL1,agerrish_jpud,New Fiber,2063,https://services1.arcgis.com/Jhms7Iv8JvhFeKQZ/arcgis/rest/services/Public_Fiber_Map_WFL1/FeatureServer/0,a16b0d9545664b328f636c48bfe954aa,
1,,Blue Ridge Energy (electric co-op),public,owner username (hand-checked),existing,Public Fiber Data,dgoodnight@blueridgeenergy.onmicrosoft.com,sdm_Cable,2020,https://services7.arcgis.com/bOGlM2R7sMMH06e0/arcgis/rest/services/Public_Fiber_Data/FeatureServer/6,12127fb17dae42579ddbb19b1d5fe3de,
1,,California Public Utilities Commission,public,arcgis org,existing,2021 May Revise Locations (Anchor Build Fiber Highways),Dave.Crawford_ESRI_CaPUC,Anchor Build Fiber Highways,1953,https://services2.arcgis.com/VofPZYDe2pLxSP5G/arcgis/rest/services/Anchor_Build_Fiber_Highways/FeatureServer/0,6ab17ba395a1433b8383277b243287cb,
1,,"City of Dubuque, IA",public,arcgis org,planned,Future Fiber for HRGreen,TKress223,Backbone Fiber,1941,https://services.arcgis.com/527lum9o4TRWxIoH/arcgis/rest/services/Future_Fiber_for_HRGreen/FeatureServer/0,5857e57fddac44899e0bbf84aa95c138,
1,,"City of Dubuque, IA",public,arcgis org,planned,Future Fiber for HRGreen,TKress223,Fiber Optic Line,1941,https://services.arcgis.com/527lum9o4TRWxIoH/arcgis/rest/services/Future_Fiber_for_HRGreen/FeatureServer/2,5857e57fddac44899e0bbf84aa95c138,
1,,"Town of Breckenridge, CO",public,owner username (hand-checked),existing,Allo Fiber data 4_24,Breck_GIS,Fiber,1934,https://services1.arcgis.com/iKiXR351dz5u0ZXs/arcgis/rest/services/Allo_Fiber_data_4_24/FeatureServer/4,c8beaf0ea0c444529e1a9dc43910f20b,
1,,"St. Tammany Parish, LA",public,owner username (hand-checked),existing,St_ Tammany Parish Fiberhood Map_WFL1,sttammanygis,HLD Backbone,1863,https://services8.arcgis.com/xqfvcYWRsxGrAkQR/arcgis/rest/services/St__Tammany_Parish_Fiberhood_Map_WFL1/FeatureServer/4,78dee1ba837243b8b20fd3e414275a05,
1,,City of Rocky Mount NC,public,arcgis org,existing,Fiber Optic Engineering,CORMGIS1,Fiber Optic Engineering,1800,https://services.arcgis.com/4MdqIsNzxG7xyTvf/arcgis/rest/services/Fiber_Optic_Engineering/FeatureServer/2,211e96860edc41eabe65f7c104fc62af,
1,,City of Rocky Mount NC,public,arcgis org,existing,Network_Communications_Viewer2_WFL1,CORMGIS1,Fiber Optic Lines,1800,https://services.arcgis.com/4MdqIsNzxG7xyTvf/arcgis/rest/services/Network_Communications_Viewer2_WFL1/FeatureServer/45,0f6dace52fe14c239f734467b623dd41,
1,,Florida DOT District 7 (Westshore Interchange project),public,public agency project account (hand-checked),existing,FDOT D7 Westshore surveyed utilities: Frontier,,UTEXRD_FRONTIER_20250324,1798,https://services9.arcgis.com/ssjvmF1sZLRQUcYv/arcgis/rest/services/UTEXRD_FRONTIER_20250324/FeatureServer/411,,infrapedia lead
1,,hennepin.county.maps,public,owner username,existing,FIBER_Cable,hennepin.county.maps,Cable,1753,https://utility.arcgis.com/usrsvcs/servers/f09b9c5ec5fc4b21bb74769d80384458/rest/services/Maps/FIBER/MapServer/2,f09b9c5ec5fc4b21bb74769d80384458,
1,,"Town of Breckenridge, CO",public,owner username (hand-checked),planned,Fiber 2020 Plan,Breck_GIS,Fiber Cable,1741,https://services1.arcgis.com/iKiXR351dz5u0ZXs/arcgis/rest/services/Fiber_2020_Plan/FeatureServer/5,01c1f77d5f9d4fc19cb598022c8f295a,
1,,"City of New Westminster, British Columbia, Canada",public,arcgis org,existing,Fibre Optic Network,gis_services1,fnUndergroundSpan,1732,https://services3.arcgis.com/A7O8YnTNtzRPIn7T/arcgis/rest/services/City_Fibre_Network/FeatureServer/3,1d20421bbca2439daf38aabb73aea7f5,
1,,City of Coquitlam,public,arcgis org,existing,Communications Utility,gis_admin_Coquitlam,Communication Ducts,1603,https://services2.arcgis.com/Q6Lq3evZUGfPrN7o/arcgis/rest/services/Communications Utility/FeatureServer/1,e29c4a400b6f4d3ab522e47a123b4b13,
1,,"Town of Breckenridge, CO",public,owner username (hand-checked),existing,Allo Fiber data 4_24,Breck_GIS,Conduit,1603,https://services1.arcgis.com/iKiXR351dz5u0ZXs/arcgis/rest/services/Allo_Fiber_data_4_24/FeatureServer/5,c8beaf0ea0c444529e1a9dc43910f20b,
1,,"City of Albany, GA",public,arcgis org,existing,Albany Fiber Backbone Layer Updated 7-25-24,jkendall8,FiberLines,1537,https://services6.arcgis.com/VKHi8CC6pMIyYUIs/arcgis/rest/services/Albany_Fiber_Backbone_Layer/FeatureServer/1,98fa22a68664482ab407e089bcca8d4c,
1,,"City of Chesapeake, VA",public,arcgis org,planned,ChesX_Project_Coord,vfowler@cityofchesapeake.net,Route - planned,1484,https://services1.arcgis.com/OAphVRUvJVpBRovs/arcgis/rest/services/ChesX_Project_Coord/FeatureServer/3,f913ded8f51a4567b6df6c4f99f5b2ea,
1,,Yavapai County ArcGIS Organization,public,arcgis org,existing,Fiber_optic infrastructure,yavgis_developers,Sparklight Fiber Lines,1415,https://services1.arcgis.com/BajuNXbtZNiBKFkx/arcgis/rest/services/Fiber_optic_infrastructure/FeatureServer/0,9bedc06d71df4ee8b0c676982cc2bcf9,
1,,"Liberty University, Inc.",public,arcgis org,existing,Communication Lines,jcico@liberty.edu_LibertyU,Communication Lines,1397,https://services2.arcgis.com/gFkswwhe7kA4VZgg/arcgis/rest/services/Communication_Lines/FeatureServer/0,2f9e6fd5772845579d2f79ef693e9fca,
1,,"Dataset created by Coldwater Board of Public Utilities GIS staff.

Fiber design by Aspen Wireless Communications; Mike R",public,item credits,existing,AspenFiber,jcsmith1,FOC,1385,https://services2.arcgis.com/OHynDFZ1SVDsGFwm/arcgis/rest/services/AspenConstruction/FeatureServer/6,2df184384bb74faa9f749cdfa5d85276,
1,,Florida DOT District 7 (Westshore Interchange project),public,public agency project account (hand-checked),existing,FDOT D7 Westshore surveyed utilities: Mci,,UTEXRD_MCI_20250324,1381,https://services9.arcgis.com/ssjvmF1sZLRQUcYv/arcgis/rest/services/UTEXRD_MCI_20250324/FeatureServer/414,,infrapedia lead
1,,"Town of Breckenridge, CO",public,owner username (hand-checked),planned,Fiber 2020 Plan,Breck_GIS,Conduit,1347,https://services1.arcgis.com/iKiXR351dz5u0ZXs/arcgis/rest/services/Fiber_2020_Plan/FeatureServer/6,01c1f77d5f9d4fc19cb598022c8f295a,
1,,"Town of Breckenridge, CO",public,owner username (hand-checked),existing,Fiber 2020 Asbuilt_WFL1,Breck_GIS,FIBERCABLE,1323,https://services1.arcgis.com/iKiXR351dz5u0ZXs/arcgis/rest/services/Fiber_2020_Asbuilt_WFL1/FeatureServer/3,89151539c9734dbdb4e8869ce11a2e44,
1,,City of Eagle,public,arcgis org,existing,Fiber Ongoing Map _0630_WFL1,cmartin@cityofeagle.org_City_of_Eagle,EAGLE_ID.DBO.Conduit_Location,1303,https://services3.arcgis.com/kAacPsfz5gmRZ5sK/arcgis/rest/services/Fiber_Ongoing_Map__0630_WFL1/FeatureServer/2,1c847e6510944e7cb97a2ea0c8610a23,
1,,"Town of Breckenridge, CO",public,owner username (hand-checked),planned,Fiber 2022,Breck_GIS,Conduit Plan,1292,https://services1.arcgis.com/iKiXR351dz5u0ZXs/arcgis/rest/services/Fiber_2022/FeatureServer/0,bb80b28b1b71434ab7acb0cbf9d2b302,
1,,City of Rocky Mount NC,public,arcgis org,existing,Network_Communications_Viewer2_WFL1,CORMGIS1,Traffic Fiber Lines,1283,https://services.arcgis.com/4MdqIsNzxG7xyTvf/arcgis/rest/services/Network_Communications_Viewer2_WFL1/FeatureServer/48,0f6dace52fe14c239f734467b623dd41,
1,,City of Rocky Mount NC,public,arcgis org,existing,Traffic Fiber Engineering,CORMGIS1,Traffic Fiber Engineering,1283,https://services.arcgis.com/4MdqIsNzxG7xyTvf/arcgis/rest/services/Traffic_Fiber_Engineering/FeatureServer/44,cba2f1088cf84b05b1952d509c2e3007,
1,,AndrewEntrikin-PUD,public,owner username,existing,FiberAerial_Route_PR,AndrewEntrikin-PUD,FiberAerial_Route,1200,https://services1.arcgis.com/XpT4vD25DhCyPlki/arcgis/rest/services/FiberAerial_Route_PR/FeatureServer/0,d5c00c381e464c7d969b2bed36038343,
1,,Uniti,carrier,carrier website: unitiwholesale.com/network-map embeds this ArcGIS map,planned,Uniti Developing Routes (under review),,Routes under Review,1188,https://services.arcgis.com/QO7AhQX53d0m9M2s/arcgis/rest/services/Uniti_Wholesale_Map_Demo_4_WFL1/FeatureServer/54,,infrapedia lead
1,,Athens-Clarke County,public,arcgis org,existing,Fiber Lines,site.admin,Fiber Cable,1180,https://services2.arcgis.com/xSEULKvB31odt3XQ/arcgis/rest/services/Fiber_Lines/FeatureServer/0,a8bb37dc8cd64150b353bd5df74e6498,
1,,Athens-Clarke County,public,arcgis org,existing,ACC Broadband_20210803_WFL1,Mary.Martin@accgov.com_AthensClarke,Fiber_Lines,1175,https://services2.arcgis.com/xSEULKvB31odt3XQ/arcgis/rest/services/ACC_Broadband_20210803_WFL1/FeatureServer/1,a027393c702043deb3bb7ca87c3315ee,
1,,NoaNet,public,arcgis org,existing,Port_of_Whitman_Dark_Fiber_Network,andrew.wuest@noanet.net_NoaNet,Port_of_Whitman_Dark_Fiber_Network_Cables,1165,https://services8.arcgis.com/M6FVSymJ2XsnL91N/arcgis/rest/services/Port_of_Whitman_Dark_Fiber_Network/FeatureServer/1,f0c20f831007411b99f3ca26af5e9fc8,
1,,University Facilities Management - ArcGIS Online,public,arcgis org,existing,Communication System,f66z112_msubozeman,Communication_line,1165,https://services3.arcgis.com/wFMTmfA0r0EYbLS3/arcgis/rest/services/Communication_networkV2/FeatureServer/1,bfd23d44d37940e1ad1e54b3e06d9d93,
1,,"City of Chesapeake, VA",public,arcgis org,existing,ChesX_Project_Coord,vfowler@cityofchesapeake.net,Conduit - installed,1121,https://services1.arcgis.com/OAphVRUvJVpBRovs/arcgis/rest/services/ChesX_Project_Coord/FeatureServer/2,f913ded8f51a4567b6df6c4f99f5b2ea,
1,,City of Seattle ArcGIS Online,public,arcgis org,existing,Fiber Routes,Transportation_SeattleCityGIS,Fiber Routes,1105,https://services.arcgis.com/ZOyb2t4B0UYuYNYH/arcgis/rest/services/Fiber_Routes_CDL/FeatureServer/0,57d2039245864a56a696eb23e9ebbb22,
1,,"City of Kansas City, MO",public,"public agency server (mapd.kcmo.org, City of Kansas City, MO)",existing,KCMO right-of-way fiber: Unite Private Networks,,Fiber - Unite Private Networks,1102,https://mapd.kcmo.org/kcgis/rest/services/external/FiberLayersNonKCMO/FeatureServer/3,,infrapedia lead
1,,FranklinUtilities,public,owner username,existing,FranklinFiberOptic,FranklinUtilities,Fiber Lines,1024,https://services6.arcgis.com/hijIcquGnJsR08JY/arcgis/rest/services/FranklinFiberOptic/FeatureServer/1,b4ffa98565df4af3a9280c05d5dc9c4d,
1,,gismaps.ci.fayetteville.nc.us,public,server hostname,existing,Fiber_Optic_PWC/CITY,rgardner_faync,pubcofgis.DBO.FiberCable,1008,https://gismaps.ci.fayetteville.nc.us/cwmain/rest/services/FiberOptic/MapServer/0,20757c8db5864a4787f6e6ab2daaf266,
1,,"City of Fruita, CO",public,owner username (hand-checked),existing,DD_fiber,fruita_GIS,FiberLayer,971,https://services8.arcgis.com/EHbirLYcjMmLybPA/arcgis/rest/services/DD_fiber/FeatureServer/1,bfec231d74f34bc4a27d121e9c820f3f,
1,,"Town of Breckenridge, CO",public,owner username (hand-checked),existing,Fiber 2020 Asbuilt_WFL1,Breck_GIS,CONDUIT,937,https://services1.arcgis.com/iKiXR351dz5u0ZXs/arcgis/rest/services/Fiber_2020_Asbuilt_WFL1/FeatureServer/4,89151539c9734dbdb4e8869ce11a2e44,
1,,"City of Dubuque, IA",public,arcgis org,planned,Future Fiber for HRGreen,TKress223,Fiber Project Line,926,https://services.arcgis.com/527lum9o4TRWxIoH/arcgis/rest/services/Future_Fiber_for_HRGreen/FeatureServer/4,5857e57fddac44899e0bbf84aa95c138,
1,,Town of Breckenridge,public,arcgis org,existing,Fiber Collection_view,GIS_Breck,Line_layer,926,https://services7.arcgis.com/eiphdGIhOeaxJr5P/arcgis/rest/services/FiberCollection21_view/FeatureServer/1,f01bb231d9f840679d7c0ed93a529e7a,
1,,"Town of Breckenridge, CO",public,owner username (hand-checked),existing,FiberCollection21_view,Breck_GIS,Line layer,923,https://services1.arcgis.com/iKiXR351dz5u0ZXs/arcgis/rest/services/FiberCollection21_view/FeatureServer/1,08039e2769364f44b8d24404dcff8417,
1,,Borough of State College,public,arcgis org,existing,Fiber Conduit,tblose_scb,FIBER_OPTIC_CONDUIT,917,https://services8.arcgis.com/5EsWsFkU1FzqtfTb/arcgis/rest/services/Fiber_Conduit/FeatureServer/4,6891e9ab028844a1950d39903e2d9e5c,
1,,"Town of Breckenridge, CO",public,owner username (hand-checked),existing,Installed Fiber,Breck_GIS,Installed Fiber,902,https://services1.arcgis.com/iKiXR351dz5u0ZXs/arcgis/rest/services/Installed_Fiber/FeatureServer/55,43821bf7521f489385fe45cc89baebc5,
1,,"City of New Westminster, British Columbia, Canada",public,arcgis org,existing,Fibre Optic Network Remove,GIS_Coordinator,fnUndergroundSpan,860,https://services3.arcgis.com/A7O8YnTNtzRPIn7T/arcgis/rest/services/City Fibre Network/FeatureServer/3,30a3d9d194da4c2fba86e2f8ab60117e,
1,,"Town of Breckenridge, CO",public,owner username (hand-checked),existing,Allo Fiber data 4_24,Breck_GIS,Route,860,https://services1.arcgis.com/iKiXR351dz5u0ZXs/arcgis/rest/services/Allo_Fiber_data_4_24/FeatureServer/3,c8beaf0ea0c444529e1a9dc43910f20b,
1,,University of North Carolina Wilmington,public,arcgis org,existing,Telecom,projectmanagement,Telecom Lines,856,https://services1.arcgis.com/EhkUu6sHoRi5xjBh/arcgis/rest/services/Telecom/FeatureServer/4,8b7b07f7d6b8464180c844587fb1367b,
1,,University of North Carolina Wilmington,public,arcgis org,existing,TelecomSearchService,projectmanagement,Telecom Lines,831,https://services1.arcgis.com/EhkUu6sHoRi5xjBh/arcgis/rest/services/TelecomSearchService/FeatureServer/3,cc751db13c0141d48cfa6c3877389a64,
1,,City of Rocky Mount NC,public,arcgis org,existing,Network_Communications_Viewer2_WFL1,CORMGIS1,NCDOT Fiber,826,https://services.arcgis.com/4MdqIsNzxG7xyTvf/arcgis/rest/services/Network_Communications_Viewer2_WFL1/FeatureServer/17,0f6dace52fe14c239f734467b623dd41,
1,,Wideband Group,carrier,arcgis org,existing,FiberCable LkJms1_Ham1,rsigns.wideband,Projection_Update_Fiber_Lakeland,823,https://services6.arcgis.com/6f3U7VWaI0bXOChA/arcgis/rest/services/FiberCable_LkJms1_Ham1/FeatureServer/0,b49d4a396cb74a64b17f381fe959e877,
1,,"City of Richland, Washington",public,arcgis org,existing,GENERAL_FIBER4AGOL,dwelch_RichlandWA,cConduit,794,https://services3.arcgis.com/5g4JcCVJwbhPOszb/arcgis/rest/services/GENERAL_FIBER4AGOL/FeatureServer/6,0fa8c3e43b9f4db1a753170ec1b05cb0,
